lang,label,sentence
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me when the next weekend is
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me when the upcoming saturday is
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me when the upcoming sunday is
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,tell me when the upcoming weekend is
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates of the upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days of the upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates saturday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates saturday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates saturday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates sunday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates sunday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates sunday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates forthcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates forthcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates forthcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates weekend that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates weekend that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates weekend that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for saturday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for saturday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for saturday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for sunday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for sunday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for sunday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for forthcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for forthcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for forthcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for weekend that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for weekend that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the dates for weekend that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days saturday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days saturday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days saturday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days sunday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days sunday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days sunday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days forthcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days forthcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days forthcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days weekend that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days weekend that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days weekend that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for saturday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for saturday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for saturday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for sunday that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for sunday that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for sunday that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for forthcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for forthcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for forthcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for weekend that follows
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for weekend that is coming up
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the days for weekend that is next
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the next weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the upcoming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the upcoming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact dates of the upcoming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the coming saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the coming sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the coming weekend
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the next saturday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the next sunday
en,ovos-skill-date-time.openvoiceos:date.future.weekend.intent,what are the exact days of the next weekend
